"","iso3c","country","region","income","year","population","overall_score","data_use_score","data_services_score","data_products_score","data_sources_score","data_infrastructure_score"
"223","NLD","Netherlands","Europe & Central Asia","High income",2022,17700982,92.5,100,96.9,81.975,83.625,100
"224","PRT","Portugal","Europe & Central Asia","High income",2022,10409704,92.3583333333333,100,96.8666666666667,84.65,80.275,100
"225","EST","Estonia","Europe & Central Asia","High income",2022,1348840,91.8920833333334,100,96.8666666666667,80.89375,81.7,100
"226","USA","United States","North America","High income",2022,333271411,91.8754166666667,100,93.1333333333333,80.61875,85.625,100
"227","CAN","Canada","North America","High income",2022,38939056,91.8216666666667,100,92.7333333333333,76.55,89.825,100
"228","DEU","Germany","Europe & Central Asia","High income",2022,83797985,91.7820833333333,100,94.8666666666667,82.36875,86.675,95
"229","NOR","Norway","Europe & Central Asia","High income",2022,5457127,91.6991666666667,100,97.2333333333333,77.4125,83.85,100
"230","ESP","Spain","Europe & Central Asia","High income",2022,47778340,91.5025,100,91.2,78.5125,87.8,100
"231","ITA","Italy","Europe & Central Asia","High income",2022,58940425,91.4525,100,93,82.3375,81.925,100
"232","FRA","France","Europe & Central Asia","High income",2022,67971311,90.8395833333333,100,92.2666666666666,81.28125,80.65,100
"233","JPN","Japan","East Asia & Pacific","High income",2022,125124989,90.28875,100,90.3,82.09375,84.05,95
"234","AUT","Austria","Europe & Central Asia","High income",2022,9041851,90.1029166666667,100,89.5333333333333,85.03125,80.95,95
"235","AUS","Australia","East Asia & Pacific","High income",2022,26014399,89.82625,90,94,80.48125,84.65,100
"236","CZE","Czechia","Europe & Central Asia","High income",2022,10672118,89.61625,100,89.1,72.90625,86.075,100
"237","GEO","Georgia","Europe & Central Asia","Upper middle income",2022,3712502,89.56625,100,92.5,86.08125,79.25,90
"238","CRI","Costa Rica","Latin America & Caribbean","Upper middle income",2022,5180829,89.4345833333333,100,86.6666666666667,90.30625,80.2,90
"239","LVA","Latvia","Europe & Central Asia","High income",2022,1879383,89.0508333333333,100,97.0666666666667,72.7375,75.45,100
"240","CHE","Switzerland","Europe & Central Asia","High income",2022,8775760,89.04125,100,88.4,82.63125,84.175,90
"241","MEX","Mexico","Latin America & Caribbean","Upper middle income",2022,127504125,88.9745833333333,100,93.5666666666667,89.40625,86.9,75
"242","HUN","Hungary","Europe & Central Asia","High income",2022,9643048,88.8725,100,89,84.7125,80.65,90
"243","GRC","Greece","Europe & Central Asia","High income",2022,10426919,88.7479166666667,100,88.2333333333333,74.33125,81.175,100
"244","BEL","Belgium","Europe & Central Asia","High income",2022,11685814,88.6966666666667,100,86.9333333333333,77.625,78.925,100
"245","LTU","Lithuania","Europe & Central Asia","High income",2022,2831639,88.5708333333334,90,91.1666666666667,79.7625,81.925,100
"246","SVK","Slovak Republic","Europe & Central Asia","High income",2022,5431752,88.4708333333333,90,94.4666666666666,77.7625,80.125,100
"247","KOR","Korea, Rep.","East Asia & Pacific","High income",2022,51672569,88.455,100,93.4,78.925,84.95,85
"248","NZL","New Zealand","East Asia & Pacific","High income",2022,5117200,88.2645833333333,100,92.6666666666667,80.25625,78.4,90
"249","LUX","Luxembourg","Europe & Central Asia","High income",2022,653103,88.0833333333333,100,93.5666666666667,76.85,70,100
"250","BLR","Belarus","Europe & Central Asia","Upper middle income",2022,9228071,87.7891666666667,100,87.1333333333333,83.0625,73.75,95
"251","IRL","Ireland","Europe & Central Asia","High income",2022,5127170,87.76125,90,96.3,75.45625,77.05,100
"252","BGR","Bulgaria","Europe & Central Asia","High income",2022,6465097,87.1504166666667,100,91.3333333333333,74.51875,79.9,90
"253","SGP","Singapore","East Asia & Pacific","High income",2022,5637022,86.6675,100,100,59.1625,94.175,80
"254","GBR","United Kingdom","Europe & Central Asia","High income",2022,67791000,86.6475,100,90.3,78.6875,74.25,90
"255","ROU","Romania","Europe & Central Asia","High income",2022,19047009,86.64625,100,94.2,73.98125,80.05,85
"256","COL","Colombia","Latin America & Caribbean","Upper middle income",2022,51874024,86.22375,100,85.2,87.94375,77.975,80
"257","CHL","Chile","Latin America & Caribbean","High income",2022,19603733,86.1070833333333,100,85.5666666666667,75.31875,74.65,95
"258","ISL","Iceland","Europe & Central Asia","High income",2022,382003,86.0866666666667,100,86.7333333333333,67.725,75.975,100
"259","ISR","Israel","Middle East & North Africa","High income",2022,9557500,85.9816666666667,100,90.9333333333333,66.35,77.625,95
"260","CYP","Cyprus","Europe & Central Asia","High income",2022,1251488,85.7320833333333,100,90.5666666666667,67.94375,75.15,95
"261","TUR","Turkiye","Europe & Central Asia","Upper middle income",2022,84979913,85.7208333333333,90,86.8,85.8875,65.9166666666667,100
"262","HRV","Croatia","Europe & Central Asia","High income",2022,3855641,84.8408333333333,100,87.3666666666667,65.0125,76.825,95
"263","ARM","Armenia","Europe & Central Asia","Upper middle income",2022,2780469,84.7283333333333,100,85.4333333333333,83.65,64.5583333333333,90
"264","ALB","Albania","Europe & Central Asia","Upper middle income",2022,2777689,84.42625,100,69.7666666666667,80.05625,72.3083333333333,100
"265","MDA","Moldova","Europe & Central Asia","Upper middle income",2022,2538894,84.0791666666667,100,95.4,72.0125,67.9833333333333,85
"266","KGZ","Kyrgyz Republic","Europe & Central Asia","Lower middle income",2022,6974900,83.9845833333333,100,81.0333333333333,88.10625,70.7833333333333,80
"267","PHL","Philippines","East Asia & Pacific","Lower middle income",2022,115559009,83.9520833333333,100,92.6666666666667,84.81875,87.275,55
"268","MNG","Mongolia","East Asia & Pacific","Upper middle income",2022,3398366,83.3175,100,97.1666666666667,84.9625,74.4583333333333,60
"269","RUS","Russian Federation","Europe & Central Asia","High income",2022,144236933,82.9845833333333,93.4,87.8666666666667,72.53125,71.125,90
"270","MKD","North Macedonia","Europe & Central Asia","Upper middle income",2022,1831712,82.8875,100,87.7,68.9625,77.775,80
"271","ZAF","South Africa","Sub-Saharan Africa","Upper middle income",2022,59893885,81.9125,80,86.2,80.8375,77.525,85
"272","PSE","West Bank and Gaza","Middle East & North Africa","Lower middle income",2022,5043612,81.595,90,91.5,71.25,70.225,85
"273","THA","Thailand","East Asia & Pacific","Upper middle income",2022,71697030,81.4641666666667,100,81.3,86.2125,54.8083333333333,85
"274","BRA","Brazil","Latin America & Caribbean","Upper middle income",2022,215313498,81.0804166666667,90,87.3333333333333,72.89375,85.175,70
"275","MLT","Malta","Middle East & North Africa","High income",2022,531113,80.83875,100,85.5666666666667,62.91875,80.7083333333333,75
"276","SRB","Serbia","Europe & Central Asia","Upper middle income",2022,6664449,80.1608333333333,100,74.9333333333333,82.7375,73.1333333333333,70
"277","ECU","Ecuador","Latin America & Caribbean","Upper middle income",2022,18001000,79.2470833333333,100,89.1,86.11875,61.0166666666667,60
"278","LKA","Sri Lanka","South Asia","Lower middle income",2022,22181000,79.0616666666667,100,82.0333333333333,74.5,83.775,55
"279","KAZ","Kazakhstan","Europe & Central Asia","Upper middle income",2022,19634983,78.9291666666667,90,89,85.6625,69.9833333333333,60
"280","IDN","Indonesia","East Asia & Pacific","Upper middle income",2022,275501339,78.9258333333333,100,91.5666666666667,84.5125,58.55,60
"281","JOR","Jordan","Middle East & North Africa","Lower middle income",2022,11285869,78.6245833333333,80,90.3666666666667,84.13125,68.625,70
"282","EGY","Egypt, Arab Rep.","Middle East & North Africa","Lower middle income",2022,110990103,78.2929166666667,90,77.1,80.53125,73.8333333333333,70
"283","UKR","Ukraine","Europe & Central Asia","Upper middle income",2022,3.8e+07,77.8533333333333,100,54.0333333333333,80.7,59.5333333333333,95
"284","ARG","Argentina","Latin America & Caribbean","Upper middle income",2022,46234830,76.8191666666667,90,80.1333333333333,83.3375,70.625,60
"285","URY","Uruguay","Latin America & Caribbean","High income",2022,3422794,76.6745833333333,100,87.6,75.70625,65.0666666666667,55
"286","MUS","Mauritius","Sub-Saharan Africa","Upper middle income",2022,1262523,76.5225,90,85.9,74.0125,62.7,70
"287","MYS","Malaysia","East Asia & Pacific","Upper middle income",2022,33938221,76.1616666666667,80,87.7,84.1,74.0083333333333,55
"288","SEN","Senegal","Sub-Saharan Africa","Lower middle income",2022,17316449,75.96125,100,82.1,72.13125,50.575,75
"289","PRY","Paraguay","Latin America & Caribbean","Upper middle income",2022,6780744,75.6233333333333,90,68.1666666666667,83.725,61.225,75
"290","TUN","Tunisia","Middle East & North Africa","Lower middle income",2022,12356117,75.5908333333333,90,89.7333333333333,80.1125,63.1083333333333,55
"291","MNE","Montenegro","Europe & Central Asia","Upper middle income",2022,617213,75.4345833333333,90,70,79.98125,57.1916666666667,80
"292","PER","Peru","Latin America & Caribbean","Upper middle income",2022,34049588,75.0029166666667,100,87.3333333333333,87.93125,54.75,45
"293","IND","India","South Asia","Lower middle income",2022,1417173173,74.6008333333333,80,87.7333333333333,79.1375,71.1333333333333,55
"294","SAU","Saudi Arabia","Middle East & North Africa","High income",2022,36408820,74.3870833333333,70,88.3666666666667,71.14375,77.425,65
"295","ARE","United Arab Emirates","Middle East & North Africa","High income",2022,9441129,74.2525,90,79.5,69.2375,62.525,70
"296","UZB","Uzbekistan","Europe & Central Asia","Lower middle income",2022,35648100,74.1308333333333,80,76.6333333333333,75.6875,63.3333333333333,75
"297","SLV","El Salvador","Latin America & Caribbean","Upper middle income",2022,6336392,73.7633333333333,90,79.9,75.55,53.3666666666667,70
"298","MAR","Morocco","Middle East & North Africa","Lower middle income",2022,37457971,73.3345833333333,80,90.4,81.60625,69.6666666666667,45
"299","DOM","Dominican Republic","Latin America & Caribbean","Upper middle income",2022,11228821,72.8783333333333,100,67.9666666666667,73.6,47.825,75
"300","GTM","Guatemala","Latin America & Caribbean","Upper middle income",2022,17357886,72.6429166666667,80,62.1,81.10625,70.0083333333333,70
"301","AZE","Azerbaijan","Europe & Central Asia","Upper middle income",2022,10141756,70.7891666666667,80,69.3333333333333,70.1875,64.425,70
"302","BOL","Bolivia","Latin America & Caribbean","Lower middle income",2022,12224110,70.6841666666667,100,66.9333333333333,77.8375,63.65,45
"303","UGA","Uganda","Sub-Saharan Africa","Low income",2022,47249585,70.58875,100,65.7666666666667,77.06875,40.1083333333333,70
"304","RWA","Rwanda","Sub-Saharan Africa","Low income",2022,13776698,70.0066666666667,90,71.1333333333333,71.975,56.925,60
"305","BGD","Bangladesh","South Asia","Lower middle income",2022,171186372,69.6495833333333,90,61.6666666666667,78.10625,58.475,60
"306","MMR","Myanmar","East Asia & Pacific","Lower middle income",2022,54179306,69.6058333333333,90,67.5333333333333,77.8875,47.6083333333333,65
"307","ZWE","Zimbabwe","Sub-Saharan Africa","Lower middle income",2022,16320537,69.60125,100,67.0333333333333,82.73125,38.2416666666667,60
"308","PAN","Panama","Latin America & Caribbean","High income",2022,4408581,69.43625,80,65.7333333333333,81.80625,64.6416666666667,55
"309","BFA","Burkina Faso","Sub-Saharan Africa","Low income",2022,22673762,69.4116666666667,100,69,77.6,40.4583333333333,60
"310","BIH","Bosnia and Herzegovina","Europe & Central Asia","Upper middle income",2022,3233526,69.12375,70,63.8333333333333,68.94375,62.8416666666667,80
"311","PAK","Pakistan","South Asia","Lower middle income",2022,235824862,68.9045833333333,90,61.9333333333333,82.88125,49.7083333333333,60
"312","TZA","Tanzania","Sub-Saharan Africa","Lower middle income",2022,65497748,68.87125,90,70.7,78.45625,50.2,55
"313","NER","Niger","Sub-Saharan Africa","Low income",2022,26207977,68.7658333333333,100,61.1333333333333,76.4375,46.2583333333333,60
"314","KEN","Kenya","Sub-Saharan Africa","Lower middle income",2022,54027487,68.5641666666667,90,62.3333333333333,74.0125,46.475,70
"315","CIV","Cote d'Ivoire","Sub-Saharan Africa","Lower middle income",2022,28160542,67.75375,100,58.1,72.96875,42.7,65
"316","GMB","Gambia, The","Sub-Saharan Africa","Low income",2022,2705992,67.6733333333333,90,65.9666666666667,82.625,44.775,55
"317","VNM","Viet Nam","East Asia & Pacific","Lower middle income",2022,98186856,67.3879166666667,100,69.4333333333333,74.90625,52.6,40
"318","QAT","Qatar","Middle East & North Africa","High income",2022,2695122,66.71375,80,63.4333333333333,65.84375,59.2916666666667,65
"319","TGO","Togo","Sub-Saharan Africa","Low income",2022,8848699,66.2279166666667,90,63.9333333333333,74.00625,43.2,60
"320","BEN","Benin","Sub-Saharan Africa","Lower middle income",2022,13352864,65.7529166666667,90,69.4,78.85625,40.5083333333333,50
"321","JAM","Jamaica","Latin America & Caribbean","Upper middle income",2022,2827377,65.3295833333333,80,74.3333333333333,71.43125,60.8833333333333,40
"322","CPV","Cabo Verde","Sub-Saharan Africa","Lower middle income",2022,593149,65.2020833333333,80,64.6666666666667,67.61875,68.725,45
"323","GHA","Ghana","Sub-Saharan Africa","Lower middle income",2022,33475870,64.9425,66.6,61.8,79.1375,57.175,60
"324","MWI","Malawi","Sub-Saharan Africa","Low income",2022,20405317,64.7845833333333,90,62.1333333333333,77.78125,49.0083333333333,45
"325","KHM","Cambodia","East Asia & Pacific","Lower middle income",2022,16767842,64.2691666666667,80,63.6333333333333,78.4875,44.225,55
"326","BLZ","Belize","Latin America & Caribbean","Upper middle income",2022,405272,64.1833333333333,70,64.8666666666667,63.375,67.675,55
"327","LCA","St. Lucia","Latin America & Caribbean","Upper middle income",2022,179857,64.1733333333333,70,69.7333333333333,61.375,64.7583333333333,55
"328","MLI","Mali","Sub-Saharan Africa","Low income",2022,22593590,64.0820833333333,100,60.8666666666667,74.44375,40.1,45
"329","LBR","Liberia","Sub-Saharan Africa","Low income",2022,5302681,63.95375,90,66.0333333333333,70.21875,33.5166666666667,60
"330","WSM","Samoa","East Asia & Pacific","Lower middle income",2022,222382,63.6895833333333,80,63,69.15625,46.2916666666667,60
"331","SYC","Seychelles","Sub-Saharan Africa","High income",2022,119878,63.3491666666667,90,44.2333333333333,55.2125,57.3,70
"332","DZA","Algeria","Middle East & North Africa","Upper middle income",2022,44903225,62.2366666666667,80,57.8333333333333,73.225,50.125,50
"333","NPL","Nepal","South Asia","Lower middle income",2022,30547580,62.04125,80,63.4,81.00625,40.8,45
"334","ZMB","Zambia","Sub-Saharan Africa","Lower middle income",2022,20017675,61.2145833333333,90,61.1333333333333,77.60625,32.3333333333333,45
"335","BTN","Bhutan","South Asia","Lower middle income",2022,782455,61.1216666666667,90,64.0333333333333,68.6,42.975,40
"336","TON","Tonga","East Asia & Pacific","Upper middle income",2022,106858,61.05,80,63.6,70.725,45.925,45
"337","SLE","Sierra Leone","Sub-Saharan Africa","Low income",2022,8605718,60.99625,80,65.7333333333333,72.48125,46.7666666666667,40
"338","BRN","Brunei Darussalam","East Asia & Pacific","High income",2022,449002,60.87,80,71.0333333333333,51.775,51.5416666666667,50
"339","HND","Honduras","Latin America & Caribbean","Lower middle income",2022,10432860,60.7733333333333,90,64,79.175,40.6916666666667,30
"340","TLS","Timor-Leste","East Asia & Pacific","Lower middle income",2022,1341296,60.7633333333333,80,61.1,57.7,40.0166666666667,65
"341","BRB","Barbados","Latin America & Caribbean","High income",2022,281635,60.70625,80,57.6333333333333,60.88125,50.0166666666667,55
"342","FJI","Fiji","East Asia & Pacific","Upper middle income",2022,929766,60.0854166666667,60,63.0666666666667,74.79375,42.5666666666667,60
"343","ETH","Ethiopia","Sub-Saharan Africa","Low income",2022,123379924,59.9120833333333,80,64.5333333333333,75.81875,39.2083333333333,40
"344","KWT","Kuwait","Middle East & North Africa","High income",2022,4268873,59.9104166666667,60,63.1666666666667,59.79375,61.5916666666667,55
"345","BWA","Botswana","Sub-Saharan Africa","Upper middle income",2022,2630296,59.80375,50,68.9,72.36875,62.75,45
"346","AGO","Angola","Sub-Saharan Africa","Lower middle income",2022,35588987,59.6470833333333,80,60.7666666666667,69.74375,47.725,40
"347","MRT","Mauritania","Sub-Saharan Africa","Lower middle income",2022,4736139,59.4104166666667,90,63.2,58.31875,25.5333333333333,60
"348","AFG","Afghanistan","South Asia","Low income",2022,41128771,59.3283333333333,80,60,74.15,27.4916666666667,55
"349","MDV","Maldives","South Asia","Upper middle income",2022,523787,59.2520833333333,70,64,67.61875,59.6416666666667,35
